App Name,Developer,Genre,In-app Purchases,Interactive Elements,Last Update,Minimum Age,Number of Installations,Number of Reviews,Offered By,Rating,Required Android Version,Size,Version,Min Price,Max Price,Age,Month,Day,Year,Min Downloads,Minimum Android Version,Interactive Element Score
OYO : Book Safe Rooms With Best Hotel Booking App,"Visit website
appfeedbacksupport@oyorooms.com
Privacy Policy
OYO Rooms, 9th Floor, Spaze Palazo, Sector 69 Gurgaon India",Travel & Local,$0 - $0 per item,No Interactive Elements,"['June', '23', '', '2020']","Rated for 3+
Learn More","10,000,000+",528174,OYO,4.0,4.1 and up,18.0,5.0,0.0,0.0,3,6,23,2020,10000000,4.1,0
Tantan - Date For Real,"Visit website
intl-support@tantanapp.com
Privacy Policy
UNIT 402, FAIRMONT HSE, NO.8 COTTON TREE DRIVE, ADMIRALTY, HK",Social,"₹70.00 - ₹13,800.00 per item","Users Interact, Shares Location","['June', '23', '', '2020']","Rated for 18+
Learn More","10,000,000+",841683,Tantan Hong Kong Limited,4.1,5.0 and up,90.0,4.0,70.0,13800.0,18,6,23,2020,10000000,5.0,5
B Letters Wallpaper HD,"Visit website
ahmedaksaar@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,No Interactive Elements,"['January', '5', '', '2020']","Rated for 3+
Learn More","1,000+",0,panalab,-1.0,4.1 and up,8.7,1.0,0.0,0.0,3,1,5,2020,1000,4.1,0
D Letters Wallpaper HD,"Visit website
ahmedaksaar@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,No Interactive Elements,"['January', '10', '', '2020']","Rated for 3+
Learn More","1,000+",0,panalab,-1.0,4.1 and up,6.0,1.0,0.0,0.0,3,1,10,2020,1000,4.1,0
F Letters Wallpaper HD,"Visit website
ahmedaksaar@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['January', '23', '', '2020']","Rated for 3+
Learn More","5,000+",9,panalab,4.6,4.1 and up,9.7,1.0,0.0,0.0,3,1,23,2020,5000,4.1,0
G Letters Wallpaper HD,"Visit website
ahmedaksaar@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,No Interactive Elements,"['January', '10', '', '2020']","Rated for 3+
Learn More","1,000+",0,panalab,-1.0,4.1 and up,6.9,1.0,0.0,0.0,3,1,10,2020,1000,4.1,0
H Letters Wallpaper HD,"Visit website
ahmedaksaar@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,No Interactive Elements,"['January', '13', '', '2020']","Rated for 3+
Learn More","5,000+",0,panalab,-1.0,4.1 and up,6.5,1.0,0.0,0.0,3,1,13,2020,5000,4.1,0
J Letters Wallpaper HD,"Visit website
ahmedaksaar@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['January', '29', '', '2020']","Rated for 3+
Learn More","1,000+",0,panalab,-1.0,4.1 and up,8.1,1.0,0.0,0.0,3,1,29,2020,1000,4.1,0
K Letters Wallpaper HD,"Visit website
ahmedaksaar@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,No Interactive Elements,"['January', '13', '', '2020']","Rated for 3+
Learn More","5,000+",13,panalab,4.7,4.1 and up,7.4,1.0,0.0,0.0,3,1,13,2020,5000,4.1,0
N Letters Wallpaper HD,"Visit website
ahmedaksaar@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,No Interactive Elements,"['January', '5', '', '2020']","Rated for 3+
Learn More","5,000+",6,panalab,4.0,4.1 and up,6.1,1.0,0.0,0.0,3,1,5,2020,5000,4.1,0
P Letters Wallpaper HD,"Visit website
ahmedaksaar@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['January', '22', '', '2020']","Rated for 3+
Learn More","1,000+",0,panalab,-1.0,4.1 and up,6.3,1.0,0.0,0.0,3,1,22,2020,1000,4.1,0
R Letters Wallpaper HD,"Visit website
ahmedaksaar@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['January', '22', '', '2020']","Rated for 3+
Learn More","10,000+",14,panalab,4.4,4.1 and up,6.0,1.0,0.0,0.0,3,1,22,2020,10000,4.1,0
صور حرف H مزخرفة 💖 2019💖 بدون نت,"PANKASOFT.APPS@GMAIL.COM
Privacy Policy",Lifestyle,$0 - $0 per item,Users Interact,"['July', '14', '', '2019']","Rated for 12+
Mild Swearing
Learn More","10,000+",29,ALI ANAN,4.6,4.0.3 and up,24.0,1.0,0.0,0.0,12,7,14,2019,10000,4.0.3,1
صور حرف M مزخرفة 2019 - بدون نت,"PANKASOFT.APPS@GMAIL.COM
Privacy Policy",Lifestyle,$0 - $0 per item,Users Interact,"['April', '8', '', '2019']","Rated for 12+
Mild Swearing
Learn More","5,000+",16,ALI ANAN,3.9,4.0.3 and up,15.0,1.0,0.0,0.0,12,4,8,2019,5000,4.0.3,1
صور حرف N مزخرفة 2019 - بدون نت,"PANKASOFT.APPS@GMAIL.COM
Privacy Policy",Lifestyle,$0 - $0 per item,No Interactive Elements,"['June', '27', '', '2019']","Rated for 3+
Learn More","10,000+",26,ALI ANAN,4.6,4.0.3 and up,31.0,1.0,0.0,0.0,3,6,27,2019,10000,4.0.3,0
Parallel Space Lite－Dual App,"Visit website
dualappgo@gmail.com
Privacy Policy
12/F., San Toi Building,139 Connaught Road Central,Hong Kong",Social,₹30.00 - ₹150.00 per item,No Interactive Elements,"['June', '5', '', '2020']","Rated for 3+
Learn More","10,000,000+",311673,LBE Tech,4.4,Varies with device,-1.0,4.0,30.0,150.0,3,6,5,2020,10000000,-1,0
ParaU: Video Chat & Make Friends,"gosnapraido@hotmail.com
Privacy Policy
7a Wing Wah Industrial Building 31 Chong Yip St",Social,"₹69.00 - ₹24,900.00 per item","Users Interact, Shares Location, In-App Purchases","['June', '11', '', '2020']","Rated for 18+
Learn More","10,000,000+",113574,ParaU Team,4.3,5.0 and up,43.0,1.0,69.0,24900.0,18,6,11,2020,10000000,5.0,8
PayPal Business: Send Invoices and Track Sales,"Visit website
mobile-apps@paypal.com
Privacy Policy",Business,$0 - $0 per item,No Interactive Elements,"['June', '27', '', '2020']","Rated for 3+
Learn More","1,000,000+",22982,PayPal Mobile,3.9,5.0 and up,54.0,2020.0,0.0,0.0,3,6,27,2020,1000000,5.0,0
Paytm for Business: Accept Payments for Merchants,"Visit website
businessapp.feedback@paytm.com
Privacy Policy
B-121, Sector 5, Noida, UP, 201301",Finance,$0 - $0 per item,No Interactive Elements,"['June', '22', '', '2020']","Rated for 3+
Learn More","10,000,000+",169587,Paytm - One97 Communications Ltd.,4.2,4.3 and up,32.0,3.0,0.0,0.0,3,6,22,2020,10000000,4.3,0
Flashlight,"mxchenzb@gmail.com
Privacy Policy
One Austin Road West, Kowloon, 202502, Hong Kong",Tools,₹130.00 per item,No Interactive Elements,"['May', '15', '', '2020']","Rated for 3+
Learn More","50,000,000+",259462,"Lighthouse, Inc.",4.4,4.0 and up,6.8,8.0,130.0,130.0,3,5,15,2020,50000000,4.0,0
Perfect Slices,"Visit website
info@saygames.by
Privacy Policy
220088, Republic of Belarus, Minsk, Antonovskaya 14b, office 300",Simulation,₹250.00 per item,No Interactive Elements,"['March', '16', '', '2020']","Rated for 3+
Learn More","50,000,000+",233519,SayGames,4.1,4.1 and up,45.0,1.0,250.0,250.0,3,3,16,2020,50000000,4.1,0
"U Launcher 3D: New Launcher 2020, 3d themes","Moboappsdev@gmail.com
Privacy Policy",Art & Design,₹139.00 per item,No Interactive Elements,"['June', '18', '', '2020']","Rated for 3+
Learn More","5,000,000+",135976,Moboapps Dev Team,4.5,4.1 and up,13.0,2.0,139.0,139.0,3,6,18,2020,5000000,4.1,0
"U Launcher Lite-New 3D Launcher 2020, Hide apps","Visit website
Moboappsdev@gmail.com
Privacy Policy",Art & Design,₹80.00 - ₹139.00 per item,No Interactive Elements,"['June', '18', '', '2020']","Rated for 3+
Learn More","10,000,000+",230148,Moboapps Dev Team,4.5,4.0.3 and up,15.0,2.0,80.0,139.0,3,6,18,2020,10000000,4.0.3,0
AMMA e-service of Land Records,"sundar.k@nic.in
Privacy Policy
NIC",Tools,$0 - $0 per item,No Interactive Elements,"['June', '13', '', '2020']","Rated for 3+
Learn More","100,000+",486,NIC eGov Mobile Apps,3.8,4.0.3 and up,6.6,10.0,0.0,0.0,3,6,13,2020,100000,4.0.3,0
"PhonePe – UPI Payments, Recharges & Money Transfer","Visit website
support@phonepe.com
Privacy Policy",Finance,$0 - $0 per item,No Interactive Elements,"['June', '22', '', '2020']","Rated for 3+
Learn More","100,000,000+",4701449,PhonePe,4.4,4.3 and up,35.0,4.0,0.0,0.0,3,6,22,2020,100000000,4.3,0
PhonePe for Business - Accept all digital payments,"Visit website
merchant-desk@phonepe.com
Privacy Policy",Finance,$0 - $0 per item,No Interactive Elements,"['June', '20', '', '2020']","Rated for 3+
Learn More","5,000,000+",132462,PhonePe,4.5,4.4 and up,-1.0,0.0,0.0,0.0,3,6,20,2020,5000000,4.4,0
iRingtone X,"dpatel161097@gmail.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['January', '3', '', '2020']","Rated for 3+
Learn More","10,000+",279,Photo Tool App,4.6,4.1 and up,19.0,1.0,0.0,0.0,3,1,3,2020,10000,4.1,0
iRingtone X,"kradadiya20892@gmail.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['March', '27', '', '2020']","Rated for 3+
Learn More","10,000+",145,Photo Video Tools,4.2,5.0 and up,17.0,1.0,0.0,0.0,3,3,27,2020,10000,5.0,0
"PicsArt Color - Painting, Drawing & Sketch","Visit website
supportcolor@picsart.com
Privacy Policy
PicsArt Inc. One Market Street, Spear Tower, Floor 32 San Francisco, 94105, CA",Entertainment,$0 - $0 per item,In-App Purchases,"['June', '16', '', '2020']","Rated for 3+
Learn More","10,000,000+",111664,PicsArt,4.1,Varies with device,-1.0,-1.0,0.0,0.0,3,6,16,2020,10000000,-1,3
"PicsArt Photo Editor: Pic, Video & Collage Maker","Visit website
support@picsart.com
Privacy Policy
PicsArt Inc. One Market Street, Spear Tower, Floor 32 San Francisco, 94105, CA",Photography,"₹20.00 - ₹8,200.00 per item","Users Interact, In-App Purchases","['June', '27', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","500,000,000+",9615202,PicsArt,4.3,Varies with device,-1.0,-1.0,20.0,8200.0,12,6,27,2020,500000000,-1,4
LOVELY – Your Dating App To Meet Singles Nearby,"Visit website
android@lovelyapp.com
Privacy Policy
Joyride GmbH Bartenbacher Str. 4 73033 Göppingen",Lifestyle,"₹74.99 - ₹4,499.00 per item","Users Interact, Shares Location, Digital Purchases","['June', '19', '', '2020']","Rated for 18+
Learn More","10,000,000+",261161,Joyride Dating,4.4,5.0 and up,41.0,7.0,74.99,4499.0,18,6,19,2020,10000000,5.0,7
"FancyKey Keyboard - Cool Fonts, Emoji, GIF,Sticker","Visit website
fancykey@pinssible.com
Privacy Policy
FancyKey Keyboard Labs ROOM 1023, 10/F, Aberdeen Centre, 6-12 Nam Ning Street, Hong Kong",Personalization,"₹63.09 - ₹1,334.48 per item",No Interactive Elements,"['December', '21', '', '2018']","Rated for 3+
Learn More","10,000,000+",375786,FancyKey Keyboard Labs,4.5,4.1 and up,19.0,4.0,63.09,1334.48,3,12,21,2018,10000000,4.1,0
Pinterest,"Visit website
help@pinterest.com
Privacy Policy",Lifestyle,$0 - $0 per item,Users Interact,"['June', '23', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000,000+",6592024,Pinterest,4.6,Varies with device,-1.0,-1.0,0.0,0.0,12,6,23,2020,100000000,-1,1
Pinterest Lite,"Visit website
help@pinterest.com
Privacy Policy",Social,$0 - $0 per item,Users Interact,"['June', '12', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","1,000,000+",17528,Pinterest,4.3,4.1 and up,2.3,1.0,0.0,0.0,12,6,12,2020,1000000,4.1,1
"Cool Q Launcher for Android™ 10 launcher UI, theme","Visit website
richardwongnb@gmail.com
Privacy Policy
Haizhu，JiangNan 218",Tools,"₹160.00 - ₹1,750.00 per item",Digital Purchases,"['June', '23', '', '2020']","Rated for 3+
Learn More","100,000+",13367,Cool Launcher App Team,4.4,4.1 and up,11.0,6.0,160.0,1750.0,3,6,23,2020,100000,4.1,2
Hollywood U: Rising Stars,"Visit website
help@pixelberrystudios.com
Privacy Policy
Pixelberry Studios 1245 Terra Bella Avenue Mountain View, CA 94043",Simulation,"₹65.70 - ₹6,700.00 per item",Digital Purchases,"['April', '21', '', '2017']","Rated for 12+
Sexual Innuendo, Mild Swearing
Learn More","5,000,000+",235374,Pixelberry,4.4,4.0.3 and up,74.0,3.0,65.7,6700.0,12,4,21,2017,5000000,4.0.3,2
PJ Masks™: Moonlight Heroes,"Visit website
support@pjmasks.com
Privacy Policy
45 Warren Street London W1T 6AG",Action & Adventure,₹250.00 - ₹399.00 per item,No Interactive Elements,"['February', '24', '', '2020']","Rated for 3+
Learn More","50,000,000+",130371,Entertainment One,3.9,4.1 and up,83.0,3.0,250.0,399.0,3,2,24,2020,50000000,4.1,0
PJ Masks: Time To Be A Hero,"Visit website
support@pjmasks.com
Privacy Policy
45 Warren Street London W1T 6AG",Action & Adventure,₹250.00 per item,No Interactive Elements,"['February', '4', '', '2019']","Rated for 3+
Learn More","5,000,000+",5125,Entertainment One,4.0,4.1 and up,104.0,2.0,250.0,250.0,3,2,4,2019,5000000,4.1,0
Kick the Buddy,"Visit website
support@playgendary.com
Privacy Policy
Landshuter Allee 8-10, 80637 Munich, Germany",Action,"₹79.00 - ₹6,400.00 per item",Digital Purchases,"['August', '1', '', '2019']","Rated for 7+
Mild Violence
Learn More","100,000,000+",2688562,Playgendary,4.0,Varies with device,-1.0,-1.0,79.0,6400.0,7,8,1,2019,100000000,-1,2
PLAYit - A New Video Player & Music Player,"Visit website
mediabackup.team@gmail.com
Privacy Policy
RM 1903, 19/F LEE GARDEN ONE 33 HYSAN AVENUE CAUSEWAY BAY HONG KONG",Video Players & Editors,₹85.00 - ₹365.00 per item,No Interactive Elements,"['June', '26', '', '2020']","Rated for 3+
Learn More","10,000,000+",363954,ADORNED LIMITED,4.4,4.2 and up,17.0,2.0,85.0,365.0,3,6,26,2020,10000000,4.2,0
Gardenscapes,"Visit website
gardenscapes@playrix.com
Privacy Policy
4th floor, Red Oak North, South County Business Park, Leopardstown, Dublin 18 D18 X5K7, Ireland",Casual,"₹35.00 - ₹7,900.00 per item",Digital Purchases,"['June', '18', '', '2020']","Rated for 3+
Learn More","100,000,000+",9132824,Playrix,4.2,4.2 and up,146.0,4.0,35.0,7900.0,3,6,18,2020,100000000,4.2,2
Homescapes,"Visit website
homescapes@playrix.com
Privacy Policy
4th floor, Red Oak North, South County Business Park, Leopardstown, Dublin 18 D18 X5K7, Ireland",Casual,"₹40.00 - ₹7,900.00 per item","Users Interact, Digital Purchases","['June', '17', '', '2020']","Rated for 3+
Learn More","100,000,000+",8363403,Playrix,4.3,4.2 and up,154.0,3.0,40.0,7900.0,3,6,17,2020,100000000,4.2,3
Township,"Visit website
support@playrix.com
Privacy Policy
4th floor, Red Oak North, South County Business Park, Leopardstown, Dublin 18 D18 X5K7, Ireland",Casual,"₹10.00 - ₹7,900.00 per item","Users Interact, Digital Purchases","['June', '25', '', '2020']","Rated for 3+
Learn More","100,000,000+",7566416,Playrix,4.4,4.2 and up,142.0,7.0,10.0,7900.0,3,6,25,2020,100000000,4.2,3
"Plex: Stream Movies, Shows, Music, and other Media","Visit website
support@plex.tv
Privacy Policy
Plex, Inc. 449 N. Santa Cruz Avenue Los Gatos, CA 95030",Entertainment,"₹65.00 - ₹9,600.00 per item",Digital Purchases,"['June', '24', '', '2020']","Rated for 3+
Learn More","10,000,000+",165639,"Plex, Inc.",4.1,Varies with device,-1.0,8.0,65.0,9600.0,3,6,24,2020,10000000,-1,2
i Peel Good,"Visit website
alphapotato@lionstudios.cc
Privacy Policy
849 High St Palo Alto, CA 94301",Simulation,₹250.00 per item,No Interactive Elements,"['May', '7', '', '2020']","Rated for 18+
Extreme Violence
Learn More","10,000,000+",77276,Lion Studios,3.7,4.4 and up,148.0,1.0,250.0,250.0,18,5,7,2020,10000000,4.4,0
Psiphon Pro - The Internet Freedom VPN,"Visit website
psiphon-pro@psiphon.ca
Privacy Policy
Canada",Communication,"₹65.00 - ₹6,500.00 per item","Unrestricted Internet, In-App Purchases","['June', '25', '', '2020']","Rated for 3+
Learn More","50,000,000+",515909,Psiphon Inc.,4.1,4.0 and up,22.0,280.0,65.0,6500.0,3,6,25,2020,50000000,4.0,8
Masha and the Bear: Good Night!,"Visit website
hippo.kidsgames@gmail.com
Privacy Policy
Paphos Cyprus",Education,₹79.00 - ₹380.00 per item,No Interactive Elements,"['May', '27', '', '2020']","Rated for 3+
Learn More","10,000,000+",39543,Hippo Kids Games,4.0,4.2 and up,92.0,1.0,79.0,380.0,3,5,27,2020,10000000,4.2,0
P.volve,"Visit website
streaming@pvolve.com
Privacy Policy
415 W Broadway Apt 3S New York, NY USA",Health & Fitness,"₹1,650.00 - ₹8,700.00 per item",No Interactive Elements,"['May', '18', '', '2020']","Rated for 3+
Learn More","10,000+",57,P.volve,3.2,4.4 and up,22.0,2.0,1650.0,8700.0,3,5,18,2020,10000,4.4,0
Q-See Presidio,"Visit website
qseestore@gmail.com
Privacy Policy",Video Players & Editors,$0 - $0 per item,No Interactive Elements,"['January', '21', '', '2019']","Rated for 3+
Learn More","1,000+",23,DPSI,2.7,4.0 and up,20.0,2.0,0.0,0.0,3,1,21,2019,1000,4.0,0
Q-Link(Qihan),"lanbh2014@gmail.com
Privacy Policy",Social,$0 - $0 per item,Users Interact,"['December', '4', '', '2019']","Rated for 3+
Learn More","1,000+",8,lanbh,2.5,4.2 and up,31.0,3.0,0.0,0.0,3,12,4,2019,1000,4.2,1
Q Prayer,"Visit website
info@qprayer.com
Privacy Policy
PO Box 211232 Augusta, GA 30917-1232",Social,$0 - $0 per item,Users Interact,"['June', '23', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More",100+,0,"Sivoh, Inc.",-1.0,4.4 and up,15.0,2.0,0.0,0.0,12,6,23,2020,100,4.4,1
Q-See QT View,"Visit website
CS@dpsi-usa.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['December', '5', '', '2019']","Rated for 3+
Learn More","500,000+",11342,DPSI,3.7,5.0 and up,39.0,4.0,0.0,0.0,3,12,5,2019,500000,5.0,0
Q MUSIC,"Visit website
support@qsoftware.eu",Music & Audio,$0 - $0 per item,No Interactive Elements,"['March', '7', '', '2020']","Rated for 3+
Learn More",100+,0,QSoftware,-1.0,5.0 and up,1.9,1.0,0.0,0.0,3,3,7,2020,100,5.0,0
VidPlayer - Video & Audio Player All Format,"quantumdeveloperteam@gmail.com
Privacy Policy
Charmay Centre Kwai Chung, Kwai Tsing District, Hong Kong",Video Players & Editors,$0 - $0 per item,No Interactive Elements,"['December', '26', '', '2019']","Rated for 3+
Learn More","1,000,000+",2602,Quantum Developer Team,3.8,4.2 and up,11.0,2.0,0.0,0.0,3,12,26,2019,1000000,4.2,0
VDM Player - Best Status Video & Music Player,"Visit website
quantumdeveloperteam@gmail.com
Privacy Policy
Charmay Centre Kwai Chung, Kwai Tsing District, Hong Kong",Video Players & Editors,₹85.00 per item,No Interactive Elements,"['March', '27', '', '2020']","Rated for 3+
Learn More","1,000,000+",3973,Quantum Developer Team,4.0,4.2 and up,12.0,2.0,85.0,85.0,3,3,27,2020,1000000,4.2,0
Q-municate - IM & video calls,"Visit website
q-municate@quickblox.com
Privacy Policy",Communication,$0 - $0 per item,"Users Interact, Shares Location","['April', '30', '', '2020']","Rated for 3+
Learn More","1,000+",10,Injoit Ltd,4.5,4.1 and up,25.0,2.0,0.0,0.0,3,4,30,2020,1000,4.1,5
Antivirus and Mobile Security,"Visit website
mobile.support@quickheal.com
Privacy Policy
3411, Silverside Road, Rodney Building, Suite 104, Wilmington DE 19810, County of New Castle Delaware",Tools,₹10.00 - ₹199.00 per item,Shares Location,"['February', '6', '', '2020']","Rated for 3+
Learn More","10,000,000+",246789,Quick Heal Technologies,4.5,4.1 and up,15.0,2.0,10.0,199.0,3,2,6,2020,10000000,4.1,4
"Quikr – Search Jobs, Mobiles, Cars, Home Services","Visit website
mobileapps@quikr.com
Privacy Policy",Shopping,$0 - $0 per item,"Users Interact, Shares Info, Shares Location, Digital Purchases","['June', '25', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","10,000,000+",817183,Quikr India Pvt. Ltd.,4.3,Varies with device,-1.0,-1.0,0.0,0.0,12,6,25,2020,10000000,-1,11
"Quora — Ask Questions, Get Answers","Visit website
feedback+android@quora.com
Privacy Policy",News & Magazines,$0 - $0 per item,Users Interact,"['June', '25', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","10,000,000+",506085,"Quora, Inc.",4.0,5.0 and up,8.1,2.0,0.0,0.0,12,6,25,2020,10000000,5.0,1
Q Waitlist Guest App,"Visit website
support@qwaitlist.com
Privacy Policy",Food & Drink,$0 - $0 per item,No Interactive Elements,"['March', '26', '', '2020']","Rated for 3+
Learn More","5,000+",21,Q Technologies,1.9,5.0 and up,26.0,1.0,0.0,0.0,3,3,26,2020,5000,5.0,0
Radio K - KUOM,"Visit website
radiok@umn.edu
Privacy Policy
610 Rarig Center 330 21st Ave S Minneapolis, MN 55455",Entertainment,$0 - $0 per item,No Interactive Elements,"['May', '29', '', '2020']","Rated for 3+
Learn More","1,000+",45,Radio K (KUOM) - University of Minnesota,4.1,4.4 and up,8.9,3.0,0.0,0.0,3,5,29,2020,1000,4.4,0
Learn C Programming,raoappstudios@gmail.com,Education,$0 - $0 per item,No Interactive Elements,"['June', '11', '', '2020']","Rated for 3+
Learn More",100+,68,Rao App Studios,4.8,4.2 and up,5.2,2.0,0.0,0.0,3,6,11,2020,100,4.2,0
R Connect,"rconnectvpn@gmail.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['November', '20', '', '2019']","Rated for 3+
Learn More","5,000+",7,Rakib telecom,4.4,4.4 and up,14.0,1.0,0.0,0.0,3,11,20,2019,5000,4.4,0
R Discovery: Academic Research,"Visit website
discovery@researcher.life
Privacy Policy",Education,$0 - $0 per item,No Interactive Elements,"['June', '8', '', '2020']","Rated for 3+
Learn More",100+,10,Cactus Communications Pvt. Ltd.,4.1,4.1 and up,-1.0,1.0,0.0,0.0,3,6,8,2020,100,4.1,0
W Box VMS Pro H,"Visit website
info@wboxtech.com
Privacy Policy
901 E 6th Street suite 400 Austin TX 78702",Business,$0 - $0 per item,No Interactive Elements,"['September', '20', '', '2019']","Rated for 3+
Learn More","5,000+",17,"Resideo Technologies, Inc.",4.1,4.4 and up,32.0,16.0,0.0,0.0,3,9,20,2019,5000,4.4,0
K-Talk,"kashem23@gmail.com
Privacy Policy",Communication,$0 - $0 per item,No Interactive Elements,"['March', '12', '', '2019']","Rated for 3+
Learn More","1,000+",5,Abul Kashem,4.8,4.1 and up,5.4,4.0,0.0,0.0,3,3,12,2019,1000,4.1,0
P Dial Dialer,"support1@voiz.us
Privacy Policy",Communication,$0 - $0 per item,Users Interact,"['November', '7', '', '2019']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000+",133,Voiz Communication,3.8,4.1 and up,6.7,4.0,0.0,0.0,12,11,7,2019,100000,4.1,1
R-Boarding,"rr.rboardingapp@zmail.ril.com
Privacy Policy",Business,$0 - $0 per item,No Interactive Elements,"['June', '19', '', '2019']","Rated for 3+
Learn More","10,000+",225,Reliance Enterprise Mobility,4.5,4.1 and up,16.0,1.0,0.0,0.0,3,6,19,2019,10000,4.1,0
T News Live,"Visit website
helpdesk@readwhere.com
Privacy Policy",Video Players & Editors,$0 - $0 per item,No Interactive Elements,"['May', '2', '', '2019']","Rated for 3+
Learn More","100,000+",1647,Telangana Braodcasting Pvt.ltd.(T News),3.7,4.1 and up,13.0,2.0,0.0,0.0,3,5,2,2019,100000,4.1,0
Roblox,"Visit website
info@roblox.com
Privacy Policy
970 Park Place San Mateo, CA 94403 (USA)",Adventure,"₹30.00 - ₹13,000.00 per item","Users Interact, In-Game Purchases","['June', '25', '', '2020']","Rated for 7+
Mild Violence, Fear
Learn More","100,000,000+",14115064,Roblox Corporation,4.4,4.4 and up,91.0,2.0,30.0,13000.0,7,6,25,2020,100000000,4.4,4
"All Programming App- C,C++,Java & Python","Visit website
roboisoft@gmail.com
Privacy Policy
Railway colony, Mohaddipur, Dist- Gorakhpur-273211, Uttar Pradesh - India",Education,$0 - $0 per item,No Interactive Elements,"['April', '19', '', '2020']","Rated for 3+
Learn More","10,000+",118,Roboisoft,4.4,4.4 and up,3.4,1.0,0.0,0.0,3,4,19,2020,10000,4.4,0
R+Play700 (ROBOTIS),"Visit website
support@robotis.com
Privacy Policy",Education,$0 - $0 per item,No Interactive Elements,"['December', '2', '', '2019']","Rated for 3+
Learn More","1,000+",0,ROBOTIS,-1.0,2.3.3 and up,13.0,0.0,0.0,0.0,3,12,2,2019,1000,2.3.3,0
Grand Theft Auto V: The Manual,"Visit website
GTAVAndroidManual@rockstargames.com
Privacy Policy
622 Broadway 6th Floor New York NY 10012",Entertainment,$0 - $0 per item,No Interactive Elements,"['February', '14', '', '2020']","Rated for 12+
Learn More","10,000,000+",250928,Rockstar Games,3.9,4.4 and up,7.1,5.0,0.0,0.0,12,2,14,2020,10000000,4.4,0
"Roposo - Video Status, Earn Money, Friends Chat","Visit website
support@roposo.com
Privacy Policy
5th Floor, A-Wing, IFFCO Tower, Plot No.3, Sector-29, Gurgaon, Haryana 122002",Social,$0 - $0 per item,Users Interact,"['June', '11', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","50,000,000+",376404,Roposo,4.7,4.3 and up,20.0,6.0,0.0,0.0,12,6,11,2020,50000000,4.3,1
R Studio,"Visit website
shwetabhatt81@gmail.com
Privacy Policy",Shopping,$0 - $0 per item,Shares Location,"['July', '8', '', '2016']","Rated for 3+
Learn More","10,000+",36,Quick eSelling Inc.,3.4,4.0.3 and up,8.9,2.0,0.0,0.0,3,7,8,2016,10000,4.0.3,4
"Mobizen Screen Recorder for LG - Record, Capture","Visit website
help@mobizen.com
Privacy Policy
서울특별시 송파구 위례성대로 10 에스타워 11~15층, 모비즌 10, Wiryeseong-daero, Songpa-gu, Seoul, MOBIZEN",Video Players & Editors,"₹55.00 - ₹3,050.00 per item",No Interactive Elements,"['June', '18', '', '2020']","Rated for 3+
Learn More","5,000,000+",98028,MOBIZEN,4.1,4.4 and up,31.0,3.0,55.0,3050.0,3,6,18,2020,5000000,4.4,0
Mobizen Screen Recorder for SAMSUNG,"Visit website
help@mobizen.com
Privacy Policy
서울특별시 송파구 위례성대로 10 에스타워 11~15층, 모비즌 10, Wiryeseong-daero, Songpa-gu, Seoul, MOBIZEN",Video Players & Editors,"₹55.00 - ₹3,050.00 per item",No Interactive Elements,"['March', '31', '', '2020']","Rated for 3+
Learn More","10,000,000+",1154810,MOBIZEN,4.2,4.4,29.0,3.0,55.0,3050.0,3,3,31,2020,10000000,4.4,0
"Mobizen Screen Recorder - Record, Capture, Edit","Visit website
help@mobizen.com
Privacy Policy
서울특별시 송파구 위례성대로 10 에스타워 11~15층, 모비즌 10, Wiryeseong-daero, Songpa-gu, Seoul, MOBIZEN",Productivity,"₹55.00 - ₹3,050.00 per item",No Interactive Elements,"['June', '4', '', '2020']","Rated for 3+
Learn More","100,000,000+",2747120,MOBIZEN,4.2,4.4 and up,26.0,3.0,55.0,3050.0,3,6,4,2020,100000000,4.4,0
